-182.619, 75.882, 5.350,  1.765
-182.567, 75.709, 5.439,  1.798
-182.517, 75.533, 5.522,  1.831
-182.464, 75.354, 5.609,  1.864
-182.407, 75.174, 5.689,  1.897
-182.352, 74.990, 5.773,  1.930
-182.299, 74.803, 5.850,  1.963
-182.248, 74.613, 5.931,  1.996
-182.200, 74.420, 6.001,  2.029
-182.155, 74.223, 6.068,  2.062
-182.110, 74.024, 6.150,  2.095
-182.067, 73.821, 6.227,  2.128
-182.028, 73.615, 6.287,  2.161
-181.994, 73.407, 6.351,  2.194
-181.958, 73.196, 6.434,  2.227
-181.920, 72.983, 6.515,  2.260
-181.879, 72.768, 6.590,  2.293
-181.838, 72.550, 6.666,  2.326
-181.795, 72.330, 6.740,  2.359
-181.750, 72.108, 6.812,  2.392
-181.707, 71.884, 6.882,  2.425
-181.666, 71.656, 6.949,  2.458
-181.623, 71.427, 7.018,  2.491
-181.582, 71.195, 7.084,  2.524
-181.538, 70.961, 7.150,  2.557
-181.499, 70.725, 7.205,  2.590
-181.460, 70.486, 7.270,  2.623
-181.419, 70.246, 7.335,  2.656
-181.382, 70.003, 7.393,  2.689
-181.344, 69.758, 7.456,  2.722
-181.308, 69.510, 7.516,  2.755
-181.270, 69.261, 7.577,  2.788
-181.232, 69.010, 7.637,  2.821
-181.199, 68.756, 7.685,  2.854
-181.171, 68.501, 7.729,  2.887
-181.147, 68.243, 7.773,  2.920
-181.127, 67.984, 7.819,  2.953
-181.106, 67.722, 7.882,  2.986
-181.089, 67.459, 7.928,  3.019
-181.079, 67.194, 7.962,  3.052
-181.072, 66.927, 8.016,  3.085
-181.068, 66.659, 8.065,  3.118
-181.064, 66.389, 8.125,  3.151
-181.057, 66.117, 8.179,  3.184
-181.053, 65.843, 8.229,  3.217
-181.049, 65.567, 8.283,  3.250
-181.045, 65.290, 8.335,  3.283
-181.045, 65.011, 8.382,  3.316
-181.050, 64.731, 8.425,  3.349
-181.060, 64.449, 8.456,  3.382
-181.072, 64.167, 8.503,  3.415
-181.090, 63.883, 8.542,  3.448
-181.107, 63.598, 8.594,  3.481
-181.123, 63.311, 8.642,  3.514
-181.139, 63.022, 8.690,  3.547
-181.159, 62.732, 8.735,  3.580
-181.183, 62.441, 8.770,  3.613
-181.210, 62.149, 8.814,  3.646
-181.234, 61.855, 8.857,  3.679
-181.256, 61.560, 8.899,  3.712
-181.279, 61.263, 8.942,  3.745
-181.306, 60.965, 8.978,  3.778
-181.336, 60.666, 9.018,  3.811
-181.371, 60.367, 9.047,  3.844
-181.412, 60.068, 9.072,  3.877
-181.460, 59.769, 9.086,  3.910
-181.512, 59.470, 9.120,  3.943
-181.569, 59.170, 9.154,  3.976
-181.624, 58.869, 9.199,  4.009
-181.683, 58.568, 9.237,  4.042
-181.748, 58.266, 9.265,  4.075
-181.814, 57.964, 9.306,  4.108
-181.883, 57.660, 9.343,  4.141
-181.957, 57.357, 9.376,  4.174
-182.031, 57.053, 9.415,  4.207
-182.101, 56.746, 9.445,  4.240
-182.172, 56.438, 9.481,  4.273
-182.242, 56.129, 9.515,  4.306
-182.310, 55.819, 9.548,  4.339
-182.381, 55.508, 9.582,  4.372
-182.448, 55.195, 9.607,  4.405
-182.511, 54.880, 9.633,  4.438
-182.571, 54.564, 9.661,  4.471
-182.630, 54.246, 9.692,  4.504
-182.684, 53.927, 9.714,  4.537
-182.737, 53.607, 9.745,  4.570
-182.789, 53.286, 9.777,  4.603
-182.836, 52.963, 9.796,  4.636
-182.877, 52.639, 9.811,  4.669
-182.916, 52.313, 9.842,  4.702
-182.949, 51.987, 9.857,  4.735
-182.976, 51.659, 9.876,  4.768
-182.996, 51.331, 9.887,  4.801
-183.008, 51.002, 9.889,  4.834
-183.014, 50.672, 9.904,  4.867
-183.016, 50.342, 9.931,  4.900
-183.015, 50.011, 9.966,  4.933
-183.017, 49.678, 9.997,  4.966
-183.019, 49.344, 10.024,  4.999
-183.021, 49.009, 10.053,  5.032
-183.026, 48.674, 10.077,  5.065
-183.026, 48.337, 10.104,  5.098
-183.021, 48.000, 10.127,  5.131
-183.011, 47.662, 10.140,  5.164
-182.999, 47.324, 10.167,  5.197
-182.983, 46.985, 10.190,  5.230
-182.967, 46.645, 10.218,  5.263
-182.949, 46.305, 10.244,  5.296
-182.931, 45.963, 10.270,  5.329
-182.909, 45.621, 10.288,  5.362
-182.880, 45.280, 10.298,  5.395
-182.844, 44.939, 10.301,  5.428
-182.802, 44.598, 10.312,  5.461
-182.761, 44.256, 10.342,  5.494
-182.714, 43.915, 10.358,  5.527
-182.668, 43.572, 10.385,  5.560
-182.621, 43.229, 10.409,  5.593
-182.569, 42.886, 10.426,  5.626
-182.511, 42.543, 10.439,  5.659
-182.452, 42.200, 10.464,  5.692
-182.397, 41.855, 10.480,  5.725
-182.340, 41.510, 10.503,  5.758
-182.279, 41.165, 10.520,  5.791
-182.220, 40.819, 10.540,  5.824
-182.156, 40.473, 10.557,  5.857
-182.088, 40.128, 10.567,  5.890
-182.021, 39.781, 10.589,  5.923
-181.958, 39.434, 10.603,  5.956
-181.901, 39.085, 10.607,  5.989
-181.845, 38.735, 10.625,  6.022
-181.787, 38.385, 10.645,  6.055
-181.731, 38.034, 10.661,  6.088
-181.682, 37.682, 10.666,  6.121
-181.636, 37.329, 10.681,  6.154
-181.596, 36.975, 10.682,  6.187
-181.563, 36.620, 10.684,  6.220
-181.536, 36.265, 10.687,  6.253
-181.517, 35.910, 10.678,  6.286
-181.504, 35.554, 10.684,  6.319
-181.498, 35.198, 10.693,  6.352
-181.494, 34.841, 10.714,  6.385
-181.491, 34.484, 10.736,  6.418
-181.494, 34.126, 10.746,  6.451
-181.503, 33.768, 10.763,  6.484
-181.517, 33.410, 10.771,  6.517
-181.539, 33.052, 10.775,  6.550
-181.562, 32.693, 10.797,  6.583
-181.588, 32.334, 10.815,  6.616
-181.618, 31.975, 10.833,  6.649
-181.650, 31.615, 10.850,  6.682
-181.690, 31.256, 10.855,  6.715
-181.729, 30.896, 10.875,  6.748
-181.771, 30.536, 10.892,  6.781
-181.814, 30.175, 10.909,  6.814
-181.856, 29.813, 10.923,  6.847
-181.896, 29.451, 10.936,  6.880
-181.934, 29.088, 10.950,  6.913
-181.971, 28.725, 10.962,  6.946
-182.004, 28.360, 10.969,  6.979
-182.030, 27.995, 10.964,  7.012
-182.055, 27.630, 10.980,  7.045
-182.078, 27.265, 10.991,  7.078
-182.103, 26.899, 11.005,  7.111
-182.123, 26.532, 11.014,  7.144
-182.136, 26.165, 11.015,  7.177
-182.142, 25.799, 11.007,  7.210
-182.146, 25.432, 11.020,  7.243
-182.148, 25.064, 11.036,  7.276
-182.152, 24.696, 11.051,  7.309
-182.150, 24.328, 11.059,  7.342
-182.140, 23.959, 11.059,  7.375
-182.123, 23.592, 11.050,  7.408
-182.099, 23.225, 11.043,  7.441
-182.067, 22.859, 11.040,  7.474
-182.035, 22.492, 11.059,  7.507
-181.996, 22.126, 11.066,  7.540
-181.950, 21.761, 11.065,  7.573
-181.897, 21.396, 11.071,  7.606
-181.843, 21.031, 11.089,  7.639
-181.782, 20.667, 11.095,  7.672
-181.716, 20.304, 11.104,  7.705
-181.650, 19.940, 11.120,  7.738
-181.582, 19.575, 11.134,  7.771
-181.515, 19.210, 11.144,  7.804
-181.447, 18.844, 11.157,  7.837
-181.382, 18.478, 11.163,  7.870
-181.321, 18.110, 11.165,  7.903
-181.261, 17.742, 11.177,  7.936
-181.200, 17.374, 11.190,  7.969
-181.143, 17.006, 11.196,  8.002
-181.091, 16.636, 11.194,  8.035
-181.048, 16.265, 11.181,  8.068
-181.012, 15.894, 11.165,  8.101
-180.983, 15.523, 11.160,  8.134
-180.961, 15.152, 11.151,  8.167
-180.947, 14.781, 11.147,  8.200
-180.940, 14.410, 11.143,  8.233
-180.939, 14.039, 11.147,  8.266
-180.941, 13.667, 11.162,  8.299
-180.950, 13.296, 11.161,  8.332
-180.969, 12.925, 11.159,  8.365
-180.993, 12.554, 11.164,  8.398
-181.024, 12.184, 11.170,  8.431
-181.060, 11.814, 11.179,  8.464
-181.105, 11.445, 11.179,  8.497
-181.154, 11.076, 11.188,  8.530
-181.211, 10.708, 11.191,  8.563
-181.271, 10.340, 11.207,  8.596
-181.337, 9.973, 11.211,  8.629
-181.411, 9.608, 11.211,  8.662
-181.487, 9.242, 11.227,  8.695
-181.570, 8.878, 11.231,  8.728
-181.659, 8.515, 11.237,  8.761
-181.750, 8.151, 11.252,  8.794
-181.841, 7.788, 11.266,  8.827
-181.931, 7.423, 11.273,  8.860
-182.024, 7.059, 11.284,  8.893
-182.116, 6.694, 11.293,  8.926
-182.203, 6.327, 11.292,  8.959
-182.290, 5.961, 11.304,  8.992
-182.379, 5.594, 11.315,  9.025
-182.463, 5.226, 11.318,  9.058
-182.545, 4.857, 11.328,  9.091
-182.627, 4.488, 11.338,  9.124
-182.712, 4.120, 11.345,  9.157
-182.800, 3.752, 11.348,  9.190
-182.891, 3.385, 11.354,  9.223
-182.980, 3.017, 11.365,  9.256
-183.065, 2.647, 11.369,  9.289
-183.144, 2.277, 11.364,  9.322
-183.218, 1.906, 11.364,  9.355
-183.290, 1.533, 11.367,  9.388
-183.356, 1.160, 11.369,  9.421
-183.421, 0.787, 11.377,  9.454
-183.480, 0.412, 11.375,  9.487
-183.531, 0.037, 11.364,  9.520
-183.574, -0.338, 11.353,  9.553
-183.609, -0.714, 11.336,  9.586
-183.634, -1.090, 11.319,  9.619
-183.650, -1.465, 11.289,  9.652
-183.656, -1.840, 11.266,  9.685
-183.651, -2.214, 11.241,  9.718
-183.637, -2.586, 11.225,  9.751
-183.616, -2.958, 11.226,  9.784
-183.584, -3.329, 11.210,  9.817
-183.545, -3.699, 11.218,  9.850
-183.497, -4.068, 11.210,  9.883
-183.443, -4.436, 11.224,  9.916
-183.387, -4.806, 11.240,  9.949
-183.325, -5.175, 11.254,  9.982
-183.256, -5.543, 11.260, 10.015
-183.182, -5.910, 11.274, 10.048
-183.106, -6.278, 11.289, 10.081
-183.028, -6.647, 11.304, 10.114
-182.945, -7.014, 11.315, 10.147
-182.857, -7.381, 11.325, 10.180
-182.762, -7.746, 11.324, 10.213
-182.661, -8.108, 11.323, 10.246
-182.551, -8.468, 11.312, 10.279
-182.437, -8.826, 11.316, 10.312
-182.321, -9.185, 11.334, 10.345
-182.203, -9.544, 11.349, 10.378
-182.081, -9.901, 11.361, 10.411
-181.960, -10.260, 11.372, 10.444
-181.841, -10.620, 11.377, 10.477
-181.725, -10.982, 11.380, 10.510
-181.607, -11.343, 11.391, 10.543
-181.492, -11.705, 11.394, 10.576
-181.380, -12.068, 11.399, 10.609
-181.270, -12.432, 11.405, 10.642
-181.163, -12.798, 11.411, 10.675
-181.055, -13.163, 11.420, 10.708
-180.950, -13.529, 11.427, 10.741
-180.850, -13.897, 11.429, 10.774
-180.752, -14.265, 11.434, 10.807
-180.658, -14.635, 11.437, 10.840
-180.565, -15.005, 11.446, 10.873
-180.472, -15.375, 11.454, 10.906
-180.385, -15.746, 11.455, 10.939
-180.300, -16.119, 11.460, 10.972
-180.215, -16.491, 11.468, 11.005
-180.126, -16.863, 11.472, 11.038
-180.036, -17.235, 11.478, 11.071
-179.951, -17.608, 11.482, 11.104
-179.867, -17.982, 11.490, 11.137
-179.781, -18.355, 11.497, 11.170
-179.692, -18.728, 11.501, 11.203
-179.600, -19.100, 11.502, 11.236
-179.502, -19.471, 11.495, 11.269
-179.403, -19.841, 11.502, 11.302
-179.304, -20.212, 11.509, 11.335
-179.203, -20.582, 11.516, 11.368
-179.102, -20.952, 11.523, 11.401
-178.998, -21.322, 11.529, 11.434
-178.894, -21.692, 11.535, 11.467
-178.785, -22.061, 11.535, 11.500
-178.679, -22.431, 11.540, 11.533
-178.569, -22.800, 11.544, 11.566
-178.463, -23.169, 11.546, 11.599
-178.356, -23.539, 11.552, 11.632
-178.247, -23.909, 11.559, 11.665
-178.135, -24.277, 11.561, 11.698
-178.028, -24.648, 11.560, 11.731
-177.926, -25.019, 11.556, 11.764
-177.827, -25.392, 11.556, 11.797
-177.732, -25.765, 11.557, 11.830
-177.639, -26.139, 11.561, 11.863
-177.547, -26.513, 11.567, 11.896
-177.461, -26.889, 11.560, 11.929
-177.383, -27.266, 11.545, 11.962
-177.310, -27.644, 11.546, 11.995
-177.242, -28.022, 11.541, 12.028
-177.183, -28.402, 11.524, 12.061
-177.131, -28.782, 11.516, 12.094
-177.087, -29.162, 11.498, 12.127
-177.053, -29.543, 11.480, 12.160
-177.029, -29.923, 11.453, 12.193
-177.014, -30.303, 11.443, 12.226
-177.006, -30.683, 11.435, 12.259
-177.006, -31.063, 11.435, 12.292
-177.013, -31.443, 11.434, 12.325
-177.027, -31.823, 11.435, 12.358
-177.044, -32.203, 11.448, 12.391
-177.065, -32.584, 11.457, 12.424
-177.086, -32.965, 11.466, 12.457
-177.107, -33.347, 11.470, 12.490
-177.129, -33.729, 11.480, 12.523
-177.152, -34.112, 11.491, 12.556
-177.181, -34.494, 11.493, 12.589
-177.215, -34.875, 11.498, 12.622
-177.255, -35.256, 11.496, 12.655
-177.297, -35.637, 11.505, 12.688
-177.345, -36.017, 11.506, 12.721
-177.395, -36.397, 11.517, 12.754
-177.450, -36.777, 11.516, 12.787
-177.510, -37.156, 11.524, 12.820
-177.572, -37.535, 11.531, 12.853
-177.637, -37.913, 11.539, 12.886
-177.701, -38.293, 11.547, 12.919
-177.762, -38.673, 11.547, 12.952
-177.818, -39.053, 11.539, 12.985
-177.873, -39.435, 11.545, 13.018
-177.929, -39.816, 11.553, 13.051
-177.985, -40.197, 11.560, 13.084
-178.043, -40.578, 11.565, 13.117
-178.107, -40.958, 11.561, 13.150
-178.173, -41.338, 11.562, 13.183
-178.237, -41.718, 11.569, 13.216
-178.296, -42.099, 11.570, 13.249
-178.358, -42.480, 11.576, 13.282
-178.422, -42.860, 11.582, 13.315
-178.482, -43.242, 11.584, 13.348
-178.537, -43.624, 11.579, 13.381
-178.589, -44.006, 11.582, 13.414
-178.639, -44.389, 11.584, 13.447
-178.687, -44.773, 11.591, 13.480
-178.731, -45.156, 11.590, 13.513
-178.770, -45.541, 11.587, 13.546
-178.805, -45.925, 11.588, 13.579
-178.840, -46.310, 11.595, 13.612
-178.873, -46.695, 11.600, 13.645
-178.900, -47.080, 11.597, 13.678
-178.928, -47.466, 11.604, 13.711
-178.958, -47.852, 11.607, 13.744
-178.985, -48.238, 11.613, 13.777
-179.007, -48.624, 11.614, 13.810
-179.024, -49.011, 11.607, 13.843
-179.032, -49.397, 11.589, 13.876
-179.034, -49.782, 11.577, 13.909
-179.029, -50.167, 11.570, 13.942
-179.022, -50.553, 11.579, 13.975
-179.010, -50.938, 11.581, 14.008
-178.998, -51.324, 11.590, 14.041
-178.989, -51.710, 11.591, 14.074
-178.985, -52.096, 11.582, 14.107
-178.986, -52.483, 11.568, 14.140
-178.986, -52.869, 11.576, 14.173
-178.985, -53.255, 11.586, 14.206
-178.979, -53.641, 11.586, 14.239
-178.973, -54.028, 11.593, 14.272
-178.970, -54.414, 11.598, 14.305
-178.968, -54.801, 11.605, 14.338
-178.968, -55.188, 11.609, 14.371
-178.972, -55.575, 11.611, 14.404
-178.974, -55.962, 11.617, 14.437
-178.979, -56.350, 11.619, 14.470
-178.990, -56.737, 11.615, 14.503
-179.000, -57.124, 11.622, 14.536
-179.006, -57.511, 11.624, 14.569
-179.007, -57.899, 11.617, 14.602
-179.009, -58.286, 11.624, 14.635
-179.014, -58.674, 11.628, 14.668
-179.024, -59.061, 11.626, 14.701
-179.037, -59.449, 11.628, 14.734
-179.054, -59.836, 11.625, 14.767
-179.071, -60.223, 11.632, 14.800
-179.087, -60.611, 11.638, 14.833
-179.103, -60.998, 11.643, 14.866
-179.123, -61.386, 11.644, 14.899
-179.148, -61.773, 11.644, 14.932
-179.172, -62.161, 11.649, 14.965
-179.190, -62.549, 11.647, 14.998
-179.209, -62.936, 11.652, 15.031
-179.227, -63.325, 11.656, 15.064
-179.243, -63.713, 11.660, 15.097
-179.254, -64.101, 11.654, 15.130
-179.262, -64.490, 11.657, 15.163
-179.276, -64.878, 11.658, 15.196
-179.292, -65.266, 11.659, 15.229
-179.306, -65.655, 11.663, 15.262
-179.324, -66.043, 11.661, 15.295
-179.348, -66.431, 11.651, 15.328
-179.378, -66.818, 11.643, 15.361
-179.409, -67.205, 11.649, 15.394
-179.439, -67.592, 11.656, 15.427
-179.469, -67.980, 11.661, 15.460
-179.499, -68.368, 11.666, 15.493
-179.534, -68.755, 11.665, 15.526
-179.576, -69.141, 11.656, 15.559
-179.622, -69.527, 11.655, 15.592
-179.667, -69.913, 11.662, 15.625
-179.714, -70.299, 11.666, 15.658
-179.762, -70.685, 11.671, 15.691
-179.812, -71.071, 11.675, 15.724
-179.859, -71.457, 11.676, 15.757
-179.904, -71.844, 11.678, 15.790
-179.947, -72.231, 11.679, 15.823
-179.992, -72.618, 11.684, 15.856
-180.033, -73.005, 11.682, 15.889
-180.069, -73.393, 11.680, 15.922
-180.106, -73.780, 11.685, 15.955
-180.146, -74.168, 11.688, 15.988
-180.184, -74.556, 11.693, 16.021
-180.226, -74.943, 11.692, 16.054
-180.273, -75.330, 11.685, 16.087
-180.325, -75.716, 11.672, 16.120
-180.380, -76.101, 11.676, 16.153
-180.435, -76.486, 11.682, 16.186
-180.491, -76.872, 11.688, 16.219
-180.544, -77.258, 11.690, 16.252
-180.593, -77.644, 11.683, 16.285
-180.635, -78.031, 11.667, 16.318
-180.675, -78.418, 11.667, 16.351
-180.709, -78.805, 11.660, 16.384
-180.742, -79.193, 11.667, 16.417
-180.773, -79.581, 11.671, 16.450
-180.796, -79.969, 11.661, 16.483
-180.813, -80.357, 11.653, 16.516
-180.828, -80.745, 11.661, 16.549
-180.845, -81.133, 11.667, 16.582
-180.863, -81.522, 11.670, 16.615
-180.875, -81.910, 11.671, 16.648
-180.880, -82.299, 11.665, 16.681
-180.879, -82.687, 11.660, 16.714
-180.871, -83.075, 11.645, 16.747
-180.854, -83.462, 11.629, 16.780
-180.831, -83.848, 11.616, 16.813
-180.802, -84.234, 11.618, 16.846
-180.773, -84.619, 11.629, 16.879
-180.743, -85.006, 11.637, 16.912
-180.708, -85.392, 11.640, 16.945
-180.666, -85.777, 11.642, 16.978
-180.619, -86.162, 11.639, 17.011
-180.571, -86.547, 11.647, 17.044
-180.520, -86.931, 11.653, 17.077
-180.470, -87.316, 11.659, 17.110
-180.414, -87.701, 11.661, 17.143
-180.359, -88.086, 11.666, 17.176
-180.308, -88.471, 11.663, 17.209
-180.264, -88.857, 11.649, 17.242
-180.224, -89.244, 11.641, 17.275
-180.184, -89.630, 11.648, 17.308
-180.145, -90.017, 11.653, 17.341
-180.112, -90.404, 11.648, 17.374
-180.081, -90.792, 11.653, 17.407
-180.053, -91.179, 11.656, 17.440
-180.030, -91.567, 11.654, 17.473
-180.007, -91.955, 11.660, 17.506
-179.987, -92.343, 11.662, 17.539
-179.972, -92.732, 11.662, 17.572
-179.964, -93.120, 11.656, 17.605
-179.960, -93.508, 11.655, 17.638
-179.956, -93.897, 11.662, 17.671
-179.951, -94.286, 11.667, 17.704
-179.952, -94.674, 11.667, 17.737
-179.955, -95.063, 11.672, 17.770
-179.955, -95.452, 11.674, 17.803
-179.955, -95.842, 11.678, 17.836
-179.951, -96.231, 11.678, 17.869
-179.942, -96.620, 11.669, 17.902
-179.929, -97.009, 11.666, 17.935
-179.910, -97.397, 11.654, 17.968
-179.890, -97.785, 11.661, 18.001
-179.871, -98.174, 11.668, 18.034
-179.846, -98.562, 11.666, 18.067
-179.814, -98.949, 11.653, 18.100
-179.778, -99.336, 11.658, 18.133
-179.743, -99.723, 11.664, 18.166
-179.705, -100.110, 11.669, 18.199
-179.664, -100.496, 11.673, 18.232
-179.617, -100.882, 11.670, 18.265
-179.564, -101.267, 11.663, 18.298
-179.505, -101.651, 11.658, 18.331
-179.446, -102.035, 11.665, 18.364
-179.385, -102.419, 11.671, 18.397
-179.327, -102.803, 11.674, 18.430
-179.272, -103.189, 11.669, 18.463
-179.223, -103.575, 11.657, 18.496
-179.179, -103.961, 11.648, 18.529
-179.141, -104.347, 11.634, 18.562
-179.110, -104.734, 11.619, 18.595
-179.081, -105.120, 11.626, 18.628
-179.056, -105.507, 11.629, 18.661
-179.039, -105.894, 11.618, 18.694
-179.025, -106.282, 11.623, 18.727
-179.014, -106.669, 11.629, 18.760
-179.001, -107.056, 11.634, 18.793
-178.987, -107.444, 11.637, 18.826
-178.972, -107.832, 11.641, 18.859
-178.956, -108.220, 11.644, 18.892
-178.943, -108.608, 11.651, 18.925
-178.928, -108.996, 11.655, 18.958
-178.910, -109.384, 11.656, 18.991
-178.889, -109.773, 11.661, 19.024
-178.866, -110.161, 11.663, 19.057
-178.840, -110.549, 11.666, 19.090
-178.813, -110.937, 11.672, 19.123
-178.785, -111.325, 11.677, 19.156
-178.760, -111.713, 11.680, 19.189
-178.733, -112.102, 11.685, 19.222
-178.710, -112.491, 11.684, 19.255
-178.685, -112.880, 11.689, 19.288
-178.658, -113.268, 11.693, 19.321
-178.635, -113.657, 11.693, 19.354
-178.618, -114.047, 11.688, 19.387
-178.600, -114.436, 11.693, 19.420
-178.578, -114.825, 11.695, 19.453
-178.552, -115.214, 11.689, 19.486
-178.526, -115.603, 11.694, 19.519
-178.504, -115.992, 11.695, 19.552
-178.480, -116.381, 11.700, 19.585
-178.454, -116.770, 11.702, 19.618
-178.427, -117.160, 11.706, 19.651
-178.401, -117.549, 11.710, 19.684
-178.377, -117.939, 11.713, 19.717
-178.358, -118.329, 11.707, 19.750
-178.345, -118.718, 11.692, 19.783
-178.339, -119.108, 11.675, 19.816
-178.336, -119.497, 11.679, 19.849
-178.339, -119.886, 11.670, 19.882
-178.348, -120.275, 11.663, 19.915
-178.361, -120.663, 11.667, 19.948
-178.374, -121.052, 11.674, 19.981
-178.391, -121.441, 11.677, 20.014
-178.408, -121.829, 11.682, 20.047
-178.428, -122.218, 11.687, 20.080
-178.452, -122.607, 11.689, 20.113
-178.473, -122.996, 11.689, 20.146
-178.494, -123.385, 11.693, 20.179
-178.514, -123.775, 11.697, 20.212
-178.529, -124.164, 11.691, 20.245
-178.538, -124.554, 11.676, 20.278
-178.539, -124.943, 11.652, 20.311
-178.531, -125.330, 11.623, 20.344
-178.514, -125.717, 11.591, 20.377
-178.489, -126.102, 11.579, 20.410
-178.459, -126.486, 11.578, 20.443
-178.427, -126.871, 11.587, 20.476
-178.394, -127.255, 11.596, 20.509
-178.357, -127.640, 11.602, 20.542
-178.314, -128.024, 11.604, 20.575
-178.269, -128.408, 11.612, 20.608
-178.229, -128.793, 11.610, 20.641
-178.191, -129.179, 11.611, 20.674
-178.153, -129.565, 11.618, 20.707
-178.119, -129.951, 11.614, 20.740
-178.092, -130.337, 11.607, 20.773
-178.072, -130.724, 11.590, 20.806
-178.056, -131.110, 11.592, 20.839
-178.040, -131.497, 11.603, 20.872
-178.020, -131.883, 11.608, 20.905
-177.999, -132.270, 11.613, 20.938
-177.984, -132.656, 11.616, 20.971
-177.971, -133.044, 11.624, 21.004
-177.960, -133.431, 11.630, 21.037
-177.953, -133.819, 11.630, 21.070
-177.946, -134.206, 11.637, 21.103
-177.939, -134.594, 11.643, 21.136
-177.931, -134.982, 11.648, 21.169
-177.921, -135.371, 11.651, 21.202
-177.909, -135.759, 11.656, 21.235
-177.903, -136.147, 11.657, 21.268
-177.897, -136.536, 11.663, 21.301
-177.895, -136.925, 11.662, 21.334
-177.894, -137.314, 11.668, 21.367
-177.897, -137.702, 11.665, 21.400
-177.902, -138.091, 11.671, 21.433
-177.909, -138.480, 11.674, 21.466
-177.922, -138.869, 11.665, 21.499
-177.943, -139.257, 11.651, 21.532
-177.966, -139.644, 11.656, 21.565
-177.995, -140.031, 11.649, 21.598
-178.028, -140.418, 11.652, 21.631
-178.059, -140.805, 11.658, 21.664
-178.086, -141.193, 11.655, 21.697
-178.115, -141.581, 11.661, 21.730
-178.143, -141.968, 11.664, 21.763
-178.173, -142.356, 11.669, 21.796
-178.203, -142.744, 11.674, 21.829
-178.228, -143.133, 11.673, 21.862
-178.250, -143.521, 11.671, 21.895
-178.266, -143.910, 11.664, 21.928
-178.280, -144.299, 11.668, 21.961
-178.297, -144.687, 11.674, 21.994
-178.313, -145.076, 11.678, 22.027
-178.329, -145.465, 11.682, 22.060
-178.349, -145.854, 11.681, 22.093
-178.374, -146.243, 11.677, 22.126
-178.400, -146.631, 11.679, 22.159
-178.429, -147.020, 11.682, 22.192
-178.463, -147.407, 11.675, 22.225
-178.498, -147.795, 11.682, 22.258
-178.537, -148.183, 11.680, 22.291
-178.578, -148.570, 11.685, 22.324
-178.618, -148.957, 11.690, 22.357
-178.657, -149.345, 11.692, 22.390
-178.694, -149.733, 11.694, 22.423
-178.727, -150.122, 11.688, 22.456
-178.759, -150.510, 11.692, 22.489
-178.792, -150.898, 11.697, 22.522
-178.822, -151.287, 11.695, 22.555
-178.845, -151.676, 11.685, 22.588
-178.860, -152.065, 11.668, 22.621
-178.873, -152.454, 11.674, 22.654
-178.882, -152.843, 11.672, 22.687
-178.883, -153.231, 11.660, 22.720
-178.877, -153.619, 11.645, 22.753
-178.863, -154.006, 11.637, 22.786
-178.843, -154.393, 11.628, 22.819
-178.813, -154.778, 11.605, 22.852
-178.775, -155.162, 11.594, 22.885
-178.728, -155.544, 11.575, 22.918
-178.674, -155.925, 11.571, 22.951
-178.613, -156.304, 11.568, 22.984
-178.549, -156.684, 11.578, 23.017
-178.482, -157.063, 11.586, 23.050
